image_name,hands_found,left_hand_landmarks,cropped_hand
<_io.TextIOWrapper name='hand_crop_info.csv' mode='a' encoding='cp1252'>,2,"[x: 0.159868985
y: 0.486484021
z: -4.89852937e-007
, x: 0.21715194
y: 0.48037222
z: -0.0282165967
, x: 0.276221871
y: 0.438219637
z: -0.0390508883
, x: 0.267662764
y: 0.395638347
z: -0.045230072
, x: 0.217823431
y: 0.3914482
z: -0.0450642221
, x: 0.234831899
y: 0.390196919
z: -0.0295069776
, x: 0.256528288
y: 0.359761298
z: -0.0580236614
, x: 0.244631052
y: 0.402189642
z: -0.0665609315
, x: 0.234248325
y: 0.409687161
z: -0.0709646344
, x: 0.189754024
y: 0.386033386
z: -0.0280625839
, x: 0.212092459
y: 0.362319827
z: -0.0580761917
, x: 0.206292838
y: 0.413095593
z: -0.057834398
, x: 0.19518128
y: 0.41032517
z: -0.0528257601
, x: 0.146747291
y: 0.386850774
z: -0.0306804348
, x: 0.163648546
y: 0.362320155
z: -0.0633562207
, x: 0.169233546
y: 0.41137144
z: -0.0484006815
, x: 0.160150424
y: 0.413351268
z: -0.0331932753
, x: 0.100206189
y: 0.389435172
z: -0.0348814502
, x: 0.120375082
y: 0.375218689
z: -0.0540053397
, x: 0.131172478
y: 0.409629107
z: -0.0408668369
, x: 0.12446098
y: 0.414290249
z: -0.028352093
]",Left
<_io.TextIOWrapper name='hand_crop_info.csv' mode='a' encoding='cp1252'>,1,"[x: 0.154241174
y: 0.534015954
z: -3.95090296e-007
, x: 0.209164709
y: 0.515833
z: -0.02734036
, x: 0.259591043
y: 0.472919703
z: -0.0341929942
, x: 0.234901309
y: 0.443001688
z: -0.0362730511
, x: 0.188109964
y: 0.447723061
z: -0.0308556445
, x: 0.221558362
y: 0.423826247
z: -0.0139347874
, x: 0.224497706
y: 0.399931043
z: -0.0387622565
, x: 0.219767392
y: 0.440406144
z: -0.0513854586
, x: 0.216418684
y: 0.446514368
z: -0.0589040443
, x: 0.176975086
y: 0.424296349
z: -0.0111725098
, x: 0.180531964
y: 0.398483038
z: -0.0352800563
, x: 0.185620472
y: 0.442020953
z: -0.0389529467
, x: 0.182207182
y: 0.443125367
z: -0.037028227
, x: 0.138489127
y: 0.430281669
z: -0.0130877318
, x: 0.136402041
y: 0.403840095
z: -0.0374578759
, x: 0.149620906
y: 0.443935484
z: -0.0269424729
, x: 0.148799077
y: 0.445781589
z: -0.0154500883
, x: 0.100348249
y: 0.439982057
z: -0.0173691493
, x: 0.104952775
y: 0.425138295
z: -0.0280155167
, x: 0.119784057
y: 0.451159805
z: -0.0152232461
, x: 0.120154917
y: 0.454114318
z: -0.00363350264
]",Left
<_io.TextIOWrapper name='hand_crop_info.csv' mode='a' encoding='cp1252'>,1,"[x: 0.164079234
y: 0.558588147
z: -4.41494251e-007
, x: 0.216969818
y: 0.540851593
z: -0.0251459554
, x: 0.26047349
y: 0.49731645
z: -0.0319188535
, x: 0.236460283
y: 0.461675197
z: -0.0357330143
, x: 0.187402084
y: 0.458492577
z: -0.0328364521
, x: 0.236375824
y: 0.45659405
z: -0.00595002295
, x: 0.234874234
y: 0.427009642
z: -0.0306340549
, x: 0.228399515
y: 0.464699537
z: -0.0434094965
, x: 0.229892358
y: 0.475204468
z: -0.0494911596
, x: 0.199044079
y: 0.453158975
z: -0.00308006629
, x: 0.195007339
y: 0.426399052
z: -0.0275451392
, x: 0.194930956
y: 0.467558861
z: -0.0309484545
, x: 0.197356865
y: 0.473235637
z: -0.0270355605
, x: 0.164982691
y: 0.453607231
z: -0.00531935785
, x: 0.15531081
y: 0.425809026
z: -0.0298022758
, x: 0.162059635
y: 0.46606487
z: -0.0179272816
, x: 0.16753152
y: 0.474625885
z: -0.00358643779
, x: 0.128564477
y: 0.4562428
z: -0.0100185778
, x: 0.126651078
y: 0.437383682
z: -0.0205079857
, x: 0.133979186
y: 0.464091361
z: -0.00694017112
, x: 0.138317645
y: 0.472880185
z: 0.00675935764
]",Left
<_io.TextIOWrapper name='hand_crop_info.csv' mode='a' encoding='cp1252'>,1,"[x: 0.128608197
y: 0.549264789
z: -3.43864286e-007
, x: 0.163056731
y: 0.53387481
z: -0.0330497511
, x: 0.188554838
y: 0.494815886
z: -0.0493095368
, x: 0.177119464
y: 0.45789215
z: -0.0621054918
, x: 0.134879783
y: 0.43963939
z: -0.0676799566
, x: 0.187526479
y: 0.447869748
z: -0.0155363511
, x: 0.19415471
y: 0.42599684
z: -0.0437350087
, x: 0.18595244
y: 0.462158889
z: -0.0555583388
, x: 0.180947512
y: 0.466677755
z: -0.061500106
, x: 0.150137261
y: 0.443694144
z: -0.0125107765
, x: 0.155914
y: 0.420034349
z: -0.0431343764
, x: 0.153202191
y: 0.462943107
z: -0.0453156866
, x: 0.148577169
y: 0.462237597
z: -0.0396330208
, x: 0.113177136
y: 0.446834654
z: -0.0155167542
, x: 0.110470571
y: 0.426444918
z: -0.0473368913
, x: 0.118723467
y: 0.464817286
z: -0.0350749455
, x: 0.117360994
y: 0.464958519
z: -0.0197972823
, x: 0.0750799477
y: 0.452849507
z: -0.0213014167
, x: 0.0792125538
y: 0.440920979
z: -0.038471207
, x: 0.0891471207
y: 0.465572625
z: -0.0267136898
, x: 0.0899776891
y: 0.468024671
z: -0.0138852485
]",Left
<_io.TextIOWrapper name='hand_crop_info.csv' mode='a' encoding='cp1252'>,1,"[x: 0.193232164
y: 0.529224157
z: -3.12504795e-007
, x: 0.231454015
y: 0.50949055
z: -0.0195193086
, x: 0.247047886
y: 0.474091947
z: -0.0255815536
, x: 0.231199622
y: 0.444971412
z: -0.0304106753
, x: 0.221490234
y: 0.420066863
z: -0.0323129036
, x: 0.240622163
y: 0.448102057
z: -0.0063545187
, x: 0.249996454
y: 0.428334087
z: -0.0345122516
, x: 0.239795655
y: 0.447455943
z: -0.0509615764
, x: 0.228951693
y: 0.469406486
z: -0.0563333482
, x: 0.20741424
y: 0.449233949
z: -0.00532837259
, x: 0.205425963
y: 0.429229438
z: -0.0367508568
, x: 0.208523676
y: 0.46033445
z: -0.0457623452
, x: 0.214525089
y: 0.484474808
z: -0.0427849293
, x: 0.175608367
y: 0.45502907
z: -0.00889574643
, x: 0.175994068
y: 0.441803306
z: -0.0405123308
, x: 0.187126338
y: 0.473507345
z: -0.036681734
, x: 0.195333466
y: 0.493444741
z: -0.0238531101
, x: 0.143882871
y: 0.465822905
z: -0.0137151554
, x: 0.150700629
y: 0.451091141
z: -0.0339305773
, x: 0.162823811
y: 0.473140121
z: -0.0280420575
, x: 0.168917969
y: 0.485955477
z: -0.017029874
]",Left
<_io.TextIOWrapper name='hand_crop_info.csv' mode='a' encoding='cp1252'>,1,"[x: 0.155197784
y: 0.483010948
z: -2.63322249e-007
, x: 0.19410181
y: 0.475799203
z: -0.0196087807
, x: 0.231359661
y: 0.449050367
z: -0.0236822739
, x: 0.238901615
y: 0.420456529
z: -0.0267386753
, x: 0.238185465
y: 0.400477529
z: -0.0249198545
, x: 0.238220915
y: 0.421616
z: -0.0044153356
, x: 0.255061269
y: 0.391305655
z: -0.0293249432
, x: 0.241213232
y: 0.403460413
z: -0.0367343724
, x: 0.229812443
y: 0.41996035
z: -0.0347818919
, x: 0.208978087
y: 0.417402953
z: -0.000776196539
, x: 0.210205749
y: 0.397990882
z: -0.0269687474
, x: 0.199460685
y: 0.428854853
z: -0.025704626
, x: 0.205792069
y: 0.439503551
z: -0.0152694201
, x: 0.182038262
y: 0.415251046
z: -0.00272613647
, x: 0.179012746
y: 0.405037344
z: -0.029991148
, x: 0.173677832
y: 0.432344645
z: -0.0211850293
, x: 0.180603713
y: 0.438802183
z: -0.0058812839
, x: 0.15530917
y: 0.415052682
z: -0.00635839393
, x: 0.157534197
y: 0.405996293
z: -0.020212736
, x: 0.154826164
y: 0.425008744
z: -0.011416669
, x: 0.158126667
y: 0.43173635
z: 0.00107976887
]",Left
<_io.TextIOWrapper name='hand_crop_info.csv' mode='a' encoding='cp1252'>,1,"[x: 0.170666724
y: 0.442780674
z: -1.27231445e-007
, x: 0.196850419
y: 0.437036157
z: -0.0194427762
, x: 0.219417617
y: 0.412446499
z: -0.0282193664
, x: 0.22203292
y: 0.386874855
z: -0.0353512
, x: 0.223958671
y: 0.366636395
z: -0.040548902
, x: 0.224515215
y: 0.397998929
z: -0.0197891202
, x: 0.243731603
y: 0.372386396
z: -0.0430409089
, x: 0.233264983
y: 0.374482244
z: -0.0515638255
, x: 0.219205379
y: 0.384210706
z: -0.0531899855
, x: 0.194006562
y: 0.395265609
z: -0.018622214
, x: 0.197874442
y: 0.378173441
z: -0.0500215553
, x: 0.190116823
y: 0.408278465
z: -0.0538425669
, x: 0.189542487
y: 0.428311646
z: -0.0481240042
, x: 0.164409101
y: 0.396435261
z: -0.0208695419
, x: 0.169435263
y: 0.387355208
z: -0.0529757179
, x: 0.165256575
y: 0.416229099
z: -0.0465223715
, x: 0.165283978
y: 0.431344301
z: -0.0329137966
, x: 0.135222048
y: 0.400342137
z: -0.0239586718
, x: 0.141087383
y: 0.392483056
z: -0.0445272475
, x: 0.141628206
y: 0.412455559
z: -0.0387595855
, x: 0.14350149
y: 0.42232722
z: -0.0288686845
]",Left
<_io.TextIOWrapper name='hand_crop_info.csv' mode='a' encoding='cp1252'>,1,"[x: 0.205649927
y: 0.514992237
z: -4.33749278e-007
, x: 0.252339572
y: 0.500543654
z: -0.0186969917
, x: 0.281307429
y: 0.460100889
z: -0.0225711465
, x: 0.275035858
y: 0.423209906
z: -0.0264758579
, x: 0.269793838
y: 0.394057095
z: -0.026842773
, x: 0.269529045
y: 0.437978446
z: -0.00631418545
, x: 0.296098322
y: 0.405240655
z: -0.0352443606
, x: 0.282932162
y: 0.426431626
z: -0.0487090051
, x: 0.266274422
y: 0.44947359
z: -0.0508741848
, x: 0.236881
y: 0.43592456
z: -0.00529994862
, x: 0.252688825
y: 0.417983592
z: -0.0376242511
, x: 0.238950089
y: 0.455196083
z: -0.0421581194
, x: 0.231237069
y: 0.47856912
z: -0.0358612649
, x: 0.205363423
y: 0.436259896
z: -0.00969956163
, x: 0.220798731
y: 0.423516333
z: -0.0414514765
, x: 0.21324423
y: 0.459679276
z: -0.0335356
, x: 0.208493382
y: 0.479232967
z: -0.0179530252
, x: 0.173171207
y: 0.43827644
z: -0.0153960986
, x: 0.19386141
y: 0.422303855
z: -0.031002501
, x: 0.192613482
y: 0.446840137
z: -0.0204338226
, x: 0.187874183
y: 0.459210217
z: -0.00691843033
]",Left
<_io.TextIOWrapper name='hand_crop_info.csv' mode='a' encoding='cp1252'>,1,"[x: 0.20044072
y: 0.494791985
z: -2.84357611e-007
, x: 0.235539958
y: 0.487345606
z: -0.0126537336
, x: 0.265697092
y: 0.465439349
z: -0.0155867189
, x: 0.271015525
y: 0.441712856
z: -0.0185408201
, x: 0.268634647
y: 0.421508431
z: -0.0195555855
, x: 0.267162204
y: 0.448385745
z: -0.00124301983
, x: 0.290058821
y: 0.428313464
z: -0.0202542078
, x: 0.278732389
y: 0.437663108
z: -0.0309770796
, x: 0.263890088
y: 0.45187816
z: -0.0335792
, x: 0.246085212
y: 0.442941248
z: -0.000259015622
, x: 0.256596237
y: 0.431219101
z: -0.0222899597
, x: 0.241784126
y: 0.452419668
z: -0.0278516915
, x: 0.232955486
y: 0.470715135
z: -0.024637958
, x: 0.225031897
y: 0.439757228
z: -0.00283760834
, x: 0.233700246
y: 0.435589373
z: -0.023778379
, x: 0.222391978
y: 0.457504362
z: -0.0216301866
, x: 0.21600154
y: 0.472709686
z: -0.0128537482
, x: 0.203333825
y: 0.438310057
z: -0.00635055
, x: 0.214315563
y: 0.434492499
z: -0.017519664
, x: 0.207558215
y: 0.451605856
z: -0.012745712
, x: 0.202666596
y: 0.462488592
z: -0.00463311095
]",Left
<_io.TextIOWrapper name='hand_crop_info.csv' mode='a' encoding='cp1252'>,2,"[x: 0.16645138
y: 0.479009122
z: -3.06821448e-007
, x: 0.204673678
y: 0.483716458
z: -0.0201777965
, x: 0.247143298
y: 0.455911756
z: -0.0249863323
, x: 0.24792926
y: 0.422113568
z: -0.0277250819
, x: 0.235107735
y: 0.399543285
z: -0.0287569296
, x: 0.239725038
y: 0.431660593
z: -0.0118799107
, x: 0.260632336
y: 0.405770868
z: -0.0355106592
, x: 0.247458413
y: 0.417736143
z: -0.0486806706
, x: 0.230988607
y: 0.435625553
z: -0.0521575436
, x: 0.212281942
y: 0.424749106
z: -0.00825762656
, x: 0.224890396
y: 0.410416782
z: -0.0381565653
, x: 0.204805136
y: 0.438400805
z: -0.0458598249
, x: 0.189295933
y: 0.462085366
z: -0.0421108492
, x: 0.187197834
y: 0.420312732
z: -0.00855783746
, x: 0.196983024
y: 0.408884048
z: -0.0375561789
, x: 0.182026476
y: 0.438521445
z: -0.0347856022
, x: 0.171547428
y: 0.459993482
z: -0.0236822572
, x: 0.161688775
y: 0.416469157
z: -0.0099888714
, x: 0.173514962
y: 0.407249331
z: -0.0291774943
, x: 0.163586915
y: 0.429694355
z: -0.0249774791
, x: 0.156503275
y: 0.444179296
z: -0.015736131
]",Left
<_io.TextIOWrapper name='hand_crop_info.csv' mode='a' encoding='cp1252'>,2,"[x: 0.159751415
y: 0.50859189
z: -2.48409435e-007
, x: 0.190792456
y: 0.48958379
z: -0.0167065859
, x: 0.198710322
y: 0.453771621
z: -0.0209552068
, x: 0.175010175
y: 0.42721802
z: -0.0239889324
, x: 0.161539286
y: 0.406861484
z: -0.0218868777
, x: 0.174117103
y: 0.429136753
z: -0.00614891294
, x: 0.176354259
y: 0.401413441
z: -0.0273054577
, x: 0.185912326
y: 0.425301492
z: -0.0303738471
, x: 0.181897879
y: 0.442265421
z: -0.0263759624
, x: 0.144072846
y: 0.433753848
z: -0.00522253104
, x: 0.144698188
y: 0.411090344
z: -0.0241046548
, x: 0.16091904
y: 0.444934428
z: -0.0206616614
, x: 0.156509861
y: 0.450988948
z: -0.0118317958
, x: 0.116789155
y: 0.441757023
z: -0.00884469
, x: 0.120789729
y: 0.423900694
z: -0.0332651436
, x: 0.139460757
y: 0.454634815
z: -0.0231246781
, x: 0.133373395
y: 0.459815055
z: -0.00866446365
, x: 0.0895590931
y: 0.453063965
z: -0.0132811693
, x: 0.0891223252
y: 0.431937903
z: -0.0275271386
, x: 0.108651869
y: 0.44898963
z: -0.0177188348
, x: 0.109917536
y: 0.456495702
z: -0.0055334866
]",Left
<_io.TextIOWrapper name='hand_crop_info.csv' mode='a' encoding='cp1252'>,1,"[x: 0.203343883
y: 0.502227306
z: -2.46993125e-007
, x: 0.23180519
y: 0.486141384
z: -0.0148788802
, x: 0.242015898
y: 0.450827122
z: -0.018381888
, x: 0.229316965
y: 0.4199
z: -0.0219200216
, x: 0.215333179
y: 0.397920251
z: -0.0232715234
, x: 0.237826616
y: 0.431048214
z: -0.00209621037
, x: 0.242545709
y: 0.40334633
z: -0.0234475676
, x: 0.234040752
y: 0.415304601
z: -0.0352748707
, x: 0.227208018
y: 0.433510512
z: -0.0385680869
, x: 0.210858941
y: 0.433505207
z: -0.00161319342
, x: 0.206122503
y: 0.414522648
z: -0.0275558047
, x: 0.210084453
y: 0.443333328
z: -0.0340490304
, x: 0.217778057
y: 0.465269744
z: -0.0308872014
, x: 0.185484678
y: 0.438849717
z: -0.00504623028
, x: 0.185409874
y: 0.426278055
z: -0.0320295505
, x: 0.194732219
y: 0.45563215
z: -0.0290907882
, x: 0.202607632
y: 0.475442767
z: -0.0184561554
, x: 0.160161614
y: 0.446531773
z: -0.00951305404
, x: 0.165708214
y: 0.433358073
z: -0.0262269843
, x: 0.174967825
y: 0.452115685
z: -0.0217194073
, x: 0.181669116
y: 0.46498239
z: -0.0131446589
]",Left
<_io.TextIOWrapper name='hand_crop_info.csv' mode='a' encoding='cp1252'>,2,"[x: 0.201168627
y: 0.51168865
z: -1.78363209e-007
, x: 0.231348202
y: 0.497746736
z: -0.0172353946
, x: 0.242923066
y: 0.464091837
z: -0.0206018109
, x: 0.223317936
y: 0.438299805
z: -0.0224044025
, x: 0.21044299
y: 0.419969141
z: -0.0204863977
, x: 0.232049271
y: 0.44455108
z: -0.00527797174
, x: 0.233508766
y: 0.421528071
z: -0.027279444
, x: 0.23002404
y: 0.442031771
z: -0.0366303958
, x: 0.227528319
y: 0.459386647
z: -0.0378411673
, x: 0.206559166
y: 0.44682616
z: -0.00369871315
, x: 0.201931059
y: 0.421313465
z: -0.0297016427
, x: 0.206648692
y: 0.446801215
z: -0.0349867195
, x: 0.213401645
y: 0.463290036
z: -0.0299358778
, x: 0.182801127
y: 0.452732
z: -0.0060874694
, x: 0.182385206
y: 0.43979013
z: -0.0333335884
, x: 0.193074778
y: 0.466597199
z: -0.0297193043
, x: 0.200724781
y: 0.479832679
z: -0.0176757947
, x: 0.160382017
y: 0.461212128
z: -0.00944774132
, x: 0.16534774
y: 0.449274719
z: -0.0255692769
, x: 0.175581932
y: 0.466939688
z: -0.0206450094
, x: 0.180931821
y: 0.475637525
z: -0.0113064721
]",Left
<_io.TextIOWrapper name='hand_crop_info.csv' mode='a' encoding='cp1252'>,1,"[x: 0.20412676
y: 0.530016661
z: -2.42682745e-007
, x: 0.225873247
y: 0.522741914
z: -0.023134524
, x: 0.244748145
y: 0.499124616
z: -0.029032547
, x: 0.244149908
y: 0.472737968
z: -0.0312476885
, x: 0.243156374
y: 0.452409416
z: -0.0300972499
, x: 0.260048032
y: 0.480477452
z: -0.0103373388
, x: 0.247907177
y: 0.463856697
z: -0.028915761
, x: 0.232535452
y: 0.47753492
z: -0.0374311395
, x: 0.227989286
y: 0.489446491
z: -0.0400178172
, x: 0.237281382
y: 0.477429062
z: -0.00419811951
, x: 0.222597659
y: 0.459649205
z: -0.0271127261
, x: 0.215756923
y: 0.48046267
z: -0.0316906273
, x: 0.219621986
y: 0.4929564
z: -0.0281703267
, x: 0.216083363
y: 0.477732629
z: -0.00206530048
, x: 0.20225358
y: 0.465963393
z: -0.0257892683
, x: 0.202029184
y: 0.487264544
z: -0.0230187718
, x: 0.208833337
y: 0.497137129
z: -0.013919278
, x: 0.196350127
y: 0.481808126
z: -0.00158610241
, x: 0.188615099
y: 0.474454075
z: -0.0188124068
, x: 0.189792305
y: 0.490028501
z: -0.0179869384
, x: 0.19660528
y: 0.496346533
z: -0.0121959336
]",Left
<_io.TextIOWrapper name='hand_crop_info.csv' mode='a' encoding='cp1252'>,1,"[x: 0.121748611
y: 0.535815656
z: -4.67375287e-007
, x: 0.158031285
y: 0.507048666
z: -0.0212234911
, x: 0.173300833
y: 0.465358198
z: -0.0295160972
, x: 0.164087027
y: 0.43062216
z: -0.0378130078
, x: 0.153154254
y: 0.404342473
z: -0.0419536158
, x: 0.165238202
y: 0.436520904
z: -0.0104157301
, x: 0.183874547
y: 0.409523934
z: -0.0412909389
, x: 0.171504766
y: 0.434405804
z: -0.0579761267
, x: 0.160621777
y: 0.458262056
z: -0.0634637177
, x: 0.130219921
y: 0.434188306
z: -0.00951032061
, x: 0.136346906
y: 0.4208951
z: -0.0431952029
, x: 0.134626791
y: 0.455949247
z: -0.0493821949
, x: 0.140126169
y: 0.480773807
z: -0.0445700772
, x: 0.0967268
y: 0.436693847
z: -0.0140940286
, x: 0.103478409
y: 0.435579777
z: -0.0457397662
, x: 0.111014761
y: 0.467790276
z: -0.0423632488
, x: 0.120441459
y: 0.488632202
z: -0.0300470665
, x: 0.0653955266
y: 0.442877412
z: -0.0208068918
, x: 0.0772546381
y: 0.440302938
z: -0.0374772698
, x: 0.0868271217
y: 0.461943507
z: -0.0328373313
, x: 0.0940088183
y: 0.474902868
z: -0.02349988
]",Left
<_io.TextIOWrapper name='hand_crop_info.csv' mode='a' encoding='cp1252'>,1,"[x: 0.187033907
y: 0.473637462
z: -1.8880597e-007
, x: 0.225517526
y: 0.458013624
z: -0.0139013929
, x: 0.24764204
y: 0.433305413
z: -0.0183952469
, x: 0.24761115
y: 0.407729864
z: -0.023056969
, x: 0.248733774
y: 0.390887141
z: -0.0261558406
, x: 0.256128937
y: 0.415281
z: -0.000722361845
, x: 0.266953737
y: 0.394104064
z: -0.0194441825
, x: 0.255778372
y: 0.395043582
z: -0.0299387276
, x: 0.244468912
y: 0.4050062
z: -0.0336204246
, x: 0.227403939
y: 0.411361963
z: 9.65076561e-006
, x: 0.227427065
y: 0.389206409
z: -0.0212545861
, x: 0.220442563
y: 0.410152
z: -0.0263017546
, x: 0.221074894
y: 0.425672799
z: -0.0234749429
, x: 0.200065285
y: 0.412255973
z: -0.00266561238
, x: 0.198034137
y: 0.393370628
z: -0.0263874512
, x: 0.197103843
y: 0.417343467
z: -0.022461703
, x: 0.199503839
y: 0.433244884
z: -0.0125568798
, x: 0.171761304
y: 0.418014318
z: -0.00630914466
, x: 0.175090864
y: 0.403688341
z: -0.0241186228
, x: 0.178505361
y: 0.421868324
z: -0.0202914085
, x: 0.181962803
y: 0.434582829
z: -0.0121485414
]",Left
<_io.TextIOWrapper name='hand_crop_info.csv' mode='a' encoding='cp1252'>,1,"[x: 0.159473345
y: 0.517890692
z: -3.1650967e-007
, x: 0.195887715
y: 0.503952861
z: -0.0175114423
, x: 0.21734874
y: 0.478991568
z: -0.024590319
, x: 0.212101385
y: 0.453124881
z: -0.0309767127
, x: 0.200221285
y: 0.436816782
z: -0.0352891274
, x: 0.213005453
y: 0.456998587
z: -0.0139368949
, x: 0.221288204
y: 0.433334053
z: -0.0360516421
, x: 0.211480722
y: 0.4471412
z: -0.0460747853
, x: 0.201055259
y: 0.46450156
z: -0.0488120802
, x: 0.18169409
y: 0.454070807
z: -0.0124981431
, x: 0.179595068
y: 0.432659715
z: -0.0359009467
, x: 0.178773805
y: 0.459654242
z: -0.0395098068
, x: 0.181328654
y: 0.475912303
z: -0.0362740718
, x: 0.152235985
y: 0.455443382
z: -0.014399997
, x: 0.15104115
y: 0.438266248
z: -0.0392868444
, x: 0.156210452
y: 0.464997292
z: -0.0330844857
, x: 0.159106627
y: 0.480650961
z: -0.0219121613
, x: 0.122064173
y: 0.461331785
z: -0.0174614359
, x: 0.121660158
y: 0.440505266
z: -0.0333739854
, x: 0.129638314
y: 0.458619177
z: -0.0265558176
, x: 0.134362683
y: 0.471912086
z: -0.0170926079
]",Left
<_io.TextIOWrapper name='hand_crop_info.csv' mode='a' encoding='cp1252'>,1,"[x: 0.243040487
y: 0.567836165
z: -1.66752329e-007
, x: 0.273587912
y: 0.553353131
z: -0.00909045339
, x: 0.290128261
y: 0.531537294
z: -0.011684793
, x: 0.285789967
y: 0.511851966
z: -0.0148555106
, x: 0.280348241
y: 0.499835402
z: -0.0166780967
, x: 0.284153968
y: 0.512270153
z: 0.000726272934
, x: 0.294831842
y: 0.49420777
z: -0.0153822964
, x: 0.292828202
y: 0.502174616
z: -0.0250083469
, x: 0.287059695
y: 0.515131295
z: -0.0280959792
, x: 0.263364583
y: 0.511678159
z: -0.000241133253
, x: 0.264762133
y: 0.489239693
z: -0.018583063
, x: 0.268988252
y: 0.50723809
z: -0.0247396659
, x: 0.271548808
y: 0.52310276
z: -0.0233671833
, x: 0.242697582
y: 0.514623284
z: -0.00383008458
, x: 0.245536044
y: 0.49836117
z: -0.0235144794
, x: 0.253729284
y: 0.517741
z: -0.0228930451
, x: 0.256575704
y: 0.531735599
z: -0.0159195382
, x: 0.220641196
y: 0.520848572
z: -0.00787397102
, x: 0.227951139
y: 0.506905735
z: -0.020827435
, x: 0.237843543
y: 0.519509614
z: -0.0180976614
, x: 0.241327748
y: 0.529797852
z: -0.011936429
]",Left
<_io.TextIOWrapper name='hand_crop_info.csv' mode='a' encoding='cp1252'>,1,"[x: 0.199471131
y: 0.505055547
z: -2.82967875e-007
, x: 0.225676015
y: 0.477364719
z: -0.0205069501
, x: 0.218551159
y: 0.436092407
z: -0.026740931
, x: 0.194745019
y: 0.408817768
z: -0.0317383409
, x: 0.179276481
y: 0.384476155
z: -0.0323467366
, x: 0.203018323
y: 0.413555324
z: -0.00400737394
, x: 0.210108757
y: 0.391512245
z: -0.0313395225
, x: 0.216958553
y: 0.415358424
z: -0.0472473614
, x: 0.216888413
y: 0.438981175
z: -0.0526774637
, x: 0.175468028
y: 0.420563191
z: -0.00286859018
, x: 0.172162786
y: 0.398904562
z: -0.0315387584
, x: 0.191750333
y: 0.430066228
z: -0.0385772623
, x: 0.201700464
y: 0.450821936
z: -0.0354752019
, x: 0.150173709
y: 0.432888299
z: -0.00704019424
, x: 0.146751016
y: 0.414491177
z: -0.0346625522
, x: 0.169564426
y: 0.439363182
z: -0.0300636794
, x: 0.177861676
y: 0.453589559
z: -0.0186245013
, x: 0.127548039
y: 0.449027836
z: -0.0129675046
, x: 0.129790887
y: 0.431014419
z: -0.0296777096
, x: 0.149849743
y: 0.446498424
z: -0.0237962957
, x: 0.156776637
y: 0.456287086
z: -0.0144815007
]",Left
<_io.TextIOWrapper name='hand_crop_info.csv' mode='a' encoding='cp1252'>,1,"[x: 0.168379977
y: 0.597152
z: -3.02711129e-007
, x: 0.213994429
y: 0.599476397
z: -0.0197193436
, x: 0.258511752
y: 0.576505959
z: -0.0254693925
, x: 0.272354782
y: 0.544146299
z: -0.0294531472
, x: 0.276485294
y: 0.518208504
z: -0.031411197
, x: 0.269292563
y: 0.547848761
z: -0.00558540365
, x: 0.297573626
y: 0.528877079
z: -0.0269456375
, x: 0.287949979
y: 0.53203243
z: -0.0381570272
, x: 0.269404501
y: 0.542481065
z: -0.0416460298
, x: 0.243448287
y: 0.535912454
z: -0.00274750986
, x: 0.256642371
y: 0.519277811
z: -0.0273554642
, x: 0.239173487
y: 0.544752717
z: -0.0320400558
, x: 0.226048797
y: 0.564341128
z: -0.0278387386
, x: 0.215286687
y: 0.529531598
z: -0.00419901172
, x: 0.225699335
y: 0.514488
z: -0.0318408459
, x: 0.216203466
y: 0.543894887
z: -0.0276673082
, x: 0.208986476
y: 0.562738419
z: -0.0165957268
, x: 0.183474422
y: 0.528501272
z: -0.00688223355
, x: 0.19621332
y: 0.523614168
z: -0.0283140447
, x: 0.195120335
y: 0.546983182
z: -0.025813302
, x: 0.194417417
y: 0.5605914
z: -0.0177999586
]",Left
<_io.TextIOWrapper name='hand_crop_info.csv' mode='a' encoding='cp1252'>,1,"[x: 0.208653882
y: 0.609036386
z: -2.9931536e-007
, x: 0.231627032
y: 0.5966295
z: -0.0164388195
, x: 0.249459
y: 0.573197067
z: -0.0235847663
, x: 0.244012132
y: 0.55333674
z: -0.0290661827
, x: 0.223517239
y: 0.551220238
z: -0.0334512591
, x: 0.23592481
y: 0.558794081
z: -0.0140522672
, x: 0.233200058
y: 0.54353559
z: -0.0321338549
, x: 0.221954361
y: 0.558991849
z: -0.044019118
, x: 0.214543119
y: 0.572442412
z: -0.0496426448
, x: 0.214274466
y: 0.559150279
z: -0.011784195
, x: 0.210566029
y: 0.543607
z: -0.0305606406
, x: 0.204386801
y: 0.564181387
z: -0.0375755802
, x: 0.205805138
y: 0.579775453
z: -0.0378605686
, x: 0.195679203
y: 0.561823
z: -0.0117931217
, x: 0.190261632
y: 0.551886916
z: -0.0294888318
, x: 0.19011043
y: 0.572688818
z: -0.0293343775
, x: 0.195282593
y: 0.587574661
z: -0.0241126399
, x: 0.179944679
y: 0.567047298
z: -0.0130907008
, x: 0.175748929
y: 0.559551179
z: -0.0241026729
, x: 0.177420318
y: 0.57502085
z: -0.0218453091
, x: 0.183010727
y: 0.586881638
z: -0.0169261936
]",Left
